,name,_rxn_organic-inchikey,_rxn_M_acid,_rxn_M_inorganic,_rxn_M_organic,_solv_GBL,_solv_DMSO,_solv_DMF,_stoich_mmol_org,_stoich_mmol_inorg,_stoich_mmol_acid,_stoich_mmol_solv,_stoich_org/solv,_stoich_inorg/solv,_stoich_acid/solv,_stoich_org+inorg/solv,_stoich_org+inorg+acid/solv,_stoich_org/liq,_stoich_inorg/liq,_stoich_org+inorg/liq,_stoich_org/inorg,_stoich_acid/inorg,_rxn_temperature_c,_rxn_reactiontime_s,_feat_organic_0_avgpol_std,_feat_organic_0_refractivity_std,_feat_organic_0_maximalprojectionarea_std,_feat_organic_0_maximalprojectionradius_std,_feat_organic_0_maximalprojectionsize_std,_feat_organic_0_minimalprojectionarea_std,_feat_organic_0_minimalprojectionradius_std,_feat_organic_0_minimalprojectionsize_std,_feat_organic_0_molpol_std,_feat_organic_0_asavdwp_std,_feat_organic_0_asa_std,_feat_organic_0_asah_std,_feat_organic_0_asap_std,_feat_organic_0_asa-_std,_feat_organic_0_asa+_std,_feat_organic_0_protpsa_std,_feat_organic_0_hacceptorcount_std,_feat_organic_0_hdonorcount_std,_feat_organic_0_rotatablebondcount_std,_feat_organic_0_organoammoniummolecularweight_std,_feat_organic_0_atomcount_n_std,_feat_organic_0_bondcount_std,_feat_organic_0_chainatomcount_std,_feat_organic_0_ringatomcount_std,_raw_modelname,_feat_primaryAmine,_feat_secondaryAmine,_rxn_plateEdgeQ,_feat_maxproj_per_N,_feat_vdw_per_N,_raw_RelativeHumidity,_out_crystalscore
4484,2019-06-10T21_14_00.866379+00_00_LBL_F2,JMXLWMIFDJCGBV-UHFFFAOYSA-N,4.3467303930000005,0.14175753800000002,0.574623584,0,0,1,0.287311792,0.07087876900000001,2.173365197,5.014493541,0.0572962732229791,0.014134781193848188,0.4334166908841173,0.07143105441682729,0.5048477453009446,0.03997181949070185,0.009860901776670393,0.04983272126737224,4.0535663366275445,30.66313407615755,105,12600,6.09,26.11,22.94,3.3,5.05,16.67,2.61,6.54,5.88,116.23,228.53,197.63,30.9,69.52,159.01,16.61,0,1,0,46.092,1,10,3,0,escalate_MathematicaUniformRandom_1,0,1,0,22.94,116.23,-1,1.0
4507,2019-06-10T21_14_00.866379+00_00_LBL_F5,JMXLWMIFDJCGBV-UHFFFAOYSA-N,1.060178145,1.207774224,1.392859457,0,0,1,0.696429728,0.603887112,0.530089072,4.851501984,0.14354930293686138,0.12447425848563767,0.10926287853703988,0.26802356142249906,0.37728643995953903,0.12940963383376042,0.11221348960113182,0.24162312343489226,1.15324489322766,0.8777949743693155,105,12600,6.09,26.11,22.94,3.3,5.05,16.67,2.61,6.54,5.88,116.23,228.53,197.63,30.9,69.52,159.01,16.61,0,1,0,46.092,1,10,3,0,escalate_MathematicaUniformRandom_1,0,1,0,22.94,116.23,-1,4.0
4551,2019-06-10T21_14_00.866379+00_00_LBL_E11,JMXLWMIFDJCGBV-UHFFFAOYSA-N,0.584266513,1.076675489,1.322086865,0,0,1,0.659721346,0.537261069,0.29154899,5.059447424,0.13039395228628034,0.10618967329346043,0.05762467035767738,0.2365836255797408,0.2942082959374181,0.12328943900503238,0.10040392992870356,0.2236933689337359,1.2279343955219657,0.5426579494074603,105,12600,6.09,26.11,22.94,3.3,5.05,16.67,2.61,6.54,5.88,116.23,228.53,197.63,30.9,69.52,159.01,16.61,0,1,0,46.092,1,10,3,0,escalate_MathematicaUniformRandom_1,0,1,0,22.94,116.23,-1,1.0
4511,2019-06-10T21_14_00.866379+00_00_LBL_E6,JMXLWMIFDJCGBV-UHFFFAOYSA-N,7.103193569,0.586876207,1.087123315,0,0,1,0.543561658,0.293438104,3.551596785,3.846953144,0.14129666716834854,0.07627805512985475,0.9232233021967894,0.21757472229820327,1.140798024494993,0.07346867470197213,0.039661569742175364,0.1131302444441475,1.8523894838142767,12.103393310502035,105,12600,6.09,26.11,22.94,3.3,5.05,16.67,2.61,6.54,5.88,116.23,228.53,197.63,30.9,69.52,159.01,16.61,0,1,0,46.092,1,10,3,0,escalate_MathematicaUniformRandom_1,0,1,0,22.94,116.23,-1,3.0
5195,2019-06-21T14_37_13.758897+00_00_LBL_D10,JMXLWMIFDJCGBV-UHFFFAOYSA-N,0.15902672199999998,0.981254185,1.453620514,0,0,1,0.726810257,0.490627093,0.07951336099999999,5.147192027,0.14120519560713096,0.09531936839083854,0.015447910352461385,0.23652456399796956,0.2519724743504309,0.13905705469236598,0.09386928410513272,0.2329263387974987,1.4813903825731043,0.16206475780578222,105,12600,6.09,26.11,22.94,3.3,5.05,16.67,2.61,6.54,5.88,116.23,228.53,197.63,30.9,69.52,159.01,16.61,0,1,0,46.092,1,10,3,0,escalate_ExpertQuasiRandom_2.4,0,1,0,22.94,116.23,-1,1.0
6287,2019-08-28T12_41_25.009802+00_00_LBL_B3,JMXLWMIFDJCGBV-UHFFFAOYSA-N,3.385798466,0.448468717,1.068965011,0,0,1,0.53555147,0.224682827,1.6962850319999998,4.8390649880000005,0.11067251035645732,0.04643104144233906,0.3505398328409471,0.15710355179879634,0.5076433846397435,0.08194686870038523,0.034379616441721966,0.1163264851421072,2.383588800046565,7.549687061753055,105,12600,6.09,26.11,22.94,3.3,5.05,16.67,2.61,6.54,5.88,116.23,228.53,197.63,30.9,69.52,159.01,16.61,0,1,0,46.092,1,10,3,0,escalation_CombinatorialFusionAnomalies_1.0,0,1,0,22.94,116.23,-1,1.0
4481,2019-06-10T21_14_00.866379+00_00_LBL_G2,JMXLWMIFDJCGBV-UHFFFAOYSA-N,1.007169237,0.8250288709999999,1.316837962,0,0,1,0.6584189810000001,0.412514436,0.503584619,5.091041225,0.12932894311811433,0.08102751829514011,0.09891583995177723,0.21035646141325445,0.3092723013650317,0.11768775953196706,0.07373405255373859,0.1914218120857056,1.596111368572808,1.2207684751182863,105,12600,6.09,26.11,22.94,3.3,5.05,16.67,2.61,6.54,5.88,116.23,228.53,197.63,30.9,69.52,159.01,16.61,0,1,0,46.092,1,10,3,0,escalate_MathematicaUniformRandom_1,0,1,0,22.94,116.23,-1,1.0
2753,2019-02-21T16_54_38.714239+00_00_LBL_G11,JMXLWMIFDJCGBV-UHFFFAOYSA-N,7.891775515,0.215843057,0.80686049,0,0,1,0.574484669,0.153680256,5.618944167,5.678574127,0.10116706344793304,0.027063176875563567,0.9894991315308403,0.1282302403234966,1.1177293718543369,0.050850519029927405,0.01360301014795595,0.06445352917788336,3.738181364039373,36.562563814313286,105,12600,6.09,26.11,22.94,3.3,5.05,16.67,2.61,6.54,5.88,116.23,228.53,197.63,30.9,69.52,159.01,16.61,0,1,0,46.092,1,10,3,0,escalate_ExpertQuasiRandom_2.4,0,1,0,22.94,116.23,-1,3.0
4562,2019-06-10T21_14_00.866379+00_00_LBL_D12,JMXLWMIFDJCGBV-UHFFFAOYSA-N,11.0479486,0.661913955,0.7322468409999999,0,0,1,0.365391174,0.330295064,5.512926352000001,3.038124612,0.12026865934227192,0.1087167599035928,1.8145820386119176,0.2289854192458647,2.0435674578577827,0.04273055739444192,0.03862625370735656,0.08135681110179849,1.1062568407016824,16.690913528153725,105,12600,6.09,26.11,22.94,3.3,5.05,16.67,2.61,6.54,5.88,116.23,228.53,197.63,30.9,69.52,159.01,16.61,0,1,0,46.092,1,10,3,0,escalate_MathematicaUniformRandom_1,0,1,1,22.94,116.23,-1,4.0
4522,2019-06-10T21_14_00.866379+00_00_LBL_D7,JMXLWMIFDJCGBV-UHFFFAOYSA-N,3.914829476,0.036783393,0.363721186,0,0,1,0.182224314,0.01842848,1.961329568,5.296616576,0.03440390886999331,0.0034792928156255503,0.3702985745442036,0.037883201685618866,0.4081817762298224,0.02510687050917858,0.002539076432143886,0.027645946941322462,9.888190127454896,106.42926426921808,105,12600,6.09,26.11,22.94,3.3,5.05,16.67,2.61,6.54,5.88,116.23,228.53,197.63,30.9,69.52,159.01,16.61,0,1,0,46.092,1,10,3,0,escalate_MathematicaUniformRandom_1,0,1,0,22.94,116.23,-1,1.0
