,name,_rxn_organic-inchikey,_rxn_M_acid,_rxn_M_inorganic,_rxn_M_organic,_solv_GBL,_solv_DMSO,_solv_DMF,_stoich_mmol_org,_stoich_mmol_inorg,_stoich_mmol_acid,_stoich_mmol_solv,_stoich_org/solv,_stoich_inorg/solv,_stoich_acid/solv,_stoich_org+inorg/solv,_stoich_org+inorg+acid/solv,_stoich_org/liq,_stoich_inorg/liq,_stoich_org+inorg/liq,_stoich_org/inorg,_stoich_acid/inorg,_rxn_temperature_c,_rxn_reactiontime_s,_feat_organic_0_avgpol_std,_feat_organic_0_refractivity_std,_feat_organic_0_maximalprojectionarea_std,_feat_organic_0_maximalprojectionradius_std,_feat_organic_0_maximalprojectionsize_std,_feat_organic_0_minimalprojectionarea_std,_feat_organic_0_minimalprojectionradius_std,_feat_organic_0_minimalprojectionsize_std,_feat_organic_0_molpol_std,_feat_organic_0_asavdwp_std,_feat_organic_0_asa_std,_feat_organic_0_asah_std,_feat_organic_0_asap_std,_feat_organic_0_asa-_std,_feat_organic_0_asa+_std,_feat_organic_0_protpsa_std,_feat_organic_0_hacceptorcount_std,_feat_organic_0_hdonorcount_std,_feat_organic_0_rotatablebondcount_std,_feat_organic_0_organoammoniummolecularweight_std,_feat_organic_0_atomcount_n_std,_feat_organic_0_bondcount_std,_feat_organic_0_chainatomcount_std,_feat_organic_0_ringatomcount_std,_raw_modelname,_feat_primaryAmine,_feat_secondaryAmine,_rxn_plateEdgeQ,_feat_maxproj_per_N,_feat_vdw_per_N,_raw_RelativeHumidity,_out_crystalscore
8686,2021-01-06T14_03_31.072327+00_00_LBL_A4,NJQKYAASWUGXIT-UHFFFAOYSA-N,4.514786688,0.280422037,1.676072669,0,0,1,0.836360262,0.139930597,2.252878557,3.850236408,0.2172230931748023,0.03634337795706595,0.5851273320045962,0.25356647113186825,0.8386938031364645,0.13703826108410855,0.02292773408373768,0.15996599516784624,5.976964866375865,16.099971023492447,105,21600,12.96,45.79,43.22,4.62,4.01,20.94,3.35,9.24,13.62,172.42,267.32,215.54,51.78,84.54,182.78,27.64,0,1,0,128.58,1,15,2,6,escalate_MathematicaUniformRandom_1.2,1,0,1,43.22,172.42,-1,1.0
8662,2021-01-06T14_03_31.072327+00_00_LBL_A1,NJQKYAASWUGXIT-UHFFFAOYSA-N,6.7321312189999984,0.808099195,0.5608974879999999,0,0,1,0.280448744,0.404049598,3.366065609,3.970035867,0.0706413627975417,0.1017747978950438,0.8478678081927766,0.1724161606925855,1.020283968885362,0.03822858025035312,0.05507688236345218,0.0933054626138053,0.6940948472370464,8.330822813985327,105,21600,12.96,45.79,43.22,4.62,4.01,20.94,3.35,9.24,13.62,172.42,267.32,215.54,51.78,84.54,182.78,27.64,0,1,0,128.58,1,15,2,6,escalate_MathematicaUniformRandom_1.2,1,0,1,43.22,172.42,-1,3.0
8696,2021-01-06T14_03_31.072327+00_00_LBL_E5,NJQKYAASWUGXIT-UHFFFAOYSA-N,0.26557568800000003,0.080621336,1.955451467,0,0,1,0.975770282,0.040230047000000005,0.132522268,4.752863628,0.20530155257381186,0.008464380665794271,0.02788261527624878,0.21376593323960613,0.2416485485158549,0.19973248844045874,0.008234773640489506,0.20796726208094826,24.254763659609946,3.2941116872172684,105,21600,12.96,45.79,43.22,4.62,4.01,20.94,3.35,9.24,13.62,172.42,267.32,215.54,51.78,84.54,182.78,27.64,0,1,0,128.58,1,15,2,6,escalate_MathematicaUniformRandom_1.2,1,0,0,43.22,172.42,-1,1.0
8707,2021-01-06T14_03_31.072327+00_00_LBL_D6,NJQKYAASWUGXIT-UHFFFAOYSA-N,1.745802334,0.5236923529999999,1.84346992,0,0,1,0.92357843,0.262369869,0.874646969,4.287336602,0.21542008844585697,0.06119647075940037,0.20400706783600475,0.2766165592052573,0.4806236270412622,0.1789192889316152,0.050827335149610436,0.22974662408122565,3.520139082738956,3.3336410630292312,105,21600,12.96,45.79,43.22,4.62,4.01,20.94,3.35,9.24,13.62,172.42,267.32,215.54,51.78,84.54,182.78,27.64,0,1,0,128.58,1,15,2,6,escalate_MathematicaUniformRandom_1.2,1,0,0,43.22,172.42,-1,1.0
8689,2021-01-06T14_03_31.072327+00_00_LBL_G4,NJQKYAASWUGXIT-UHFFFAOYSA-N,9.064523137,0.069965298,0.883487837,0,0,1,0.441743918,0.034982649,4.532261569,3.496072435,0.12635433796439632,0.01000627122303889,1.2963866319320128,0.1363606091874352,1.4327472411194482,0.05502311161691922,0.0043573983073661865,0.0593805099242854,12.627514800265695,129.55741484871544,105,21600,12.96,45.79,43.22,4.62,4.01,20.94,3.35,9.24,13.62,172.42,267.32,215.54,51.78,84.54,182.78,27.64,0,1,0,128.58,1,15,2,6,escalate_MathematicaUniformRandom_1.2,1,0,0,43.22,172.42,-1,3.0
8664,2021-01-06T14_03_31.072327+00_00_LBL_E1,NJQKYAASWUGXIT-UHFFFAOYSA-N,1.007169237,0.6716668640000001,0.521803693,0,0,1,0.260901847,0.33583343200000004,0.503584619,5.462461182,0.047762691268128085,0.06148024138032219,0.09219005906337988,0.10924293264845028,0.20143299171183016,0.04373111700823164,0.0562907901149048,0.10002190712313642,0.7768787206391053,1.4995071098222283,105,21600,12.96,45.79,43.22,4.62,4.01,20.94,3.35,9.24,13.62,172.42,267.32,215.54,51.78,84.54,182.78,27.64,0,1,0,128.58,1,15,2,6,escalate_MathematicaUniformRandom_1.2,1,0,1,43.22,172.42,-1,1.0
8713,2021-01-06T14_03_31.072327+00_00_LBL_G7,NJQKYAASWUGXIT-UHFFFAOYSA-N,9.117532043999999,0.003498265,1.5374589230000002,0,0,1,0.768729461,0.001749132,4.558766022,2.983237581,0.2576829501934328,0.0005863200474343985,1.5281270425910471,0.2582692702408672,1.7863963128319145,0.1019264245238786,0.00023191874362195263,0.10215834326750056,439.49196572928736,2606.301881161627,105,21600,12.96,45.79,43.22,4.62,4.01,20.94,3.35,9.24,13.62,172.42,267.32,215.54,51.78,84.54,182.78,27.64,0,1,0,128.58,1,15,2,6,escalate_MathematicaUniformRandom_1.2,1,0,0,43.22,172.42,-1,1.0
8683,2021-01-06T14_03_31.072327+00_00_LBL_D3,NJQKYAASWUGXIT-UHFFFAOYSA-N,12.35107539,0.675165129,0.505165593,0,0,1,0.252582797,0.337582564,6.175537693,2.710749914,0.09317819976512964,0.12453475042331034,2.2781657802904203,0.21771295018844,2.49587873047886,0.028423882747282768,0.03798915575656992,0.06641303850385269,0.7482104348256564,18.293414268279566,105,21600,12.96,45.79,43.22,4.62,4.01,20.94,3.35,9.24,13.62,172.42,267.32,215.54,51.78,84.54,182.78,27.64,0,1,0,128.58,1,15,2,6,escalate_MathematicaUniformRandom_1.2,1,0,0,43.22,172.42,-1,2.0
8715,2021-01-06T14_03_31.072327+00_00_LBL_D7,NJQKYAASWUGXIT-UHFFFAOYSA-N,6.361068867999999,0.829088785,0.903341556,0,0,1,0.451670778,0.414544392,3.180534434,3.771693487,0.11975277937000613,0.10990935329947188,0.8432642909511167,0.229662132669478,1.0729264236205946,0.06496777481009748,0.059627560648266624,0.12459533545836407,1.0895594940288085,7.672361501877463,105,21600,12.96,45.79,43.22,4.62,4.01,20.94,3.35,9.24,13.62,172.42,267.32,215.54,51.78,84.54,182.78,27.64,0,1,0,128.58,1,15,2,6,escalate_MathematicaUniformRandom_1.2,1,0,0,43.22,172.42,-1,3.0
8676,2021-01-06T14_03_31.072327+00_00_LBL_F2,NJQKYAASWUGXIT-UHFFFAOYSA-N,1.643276124,0.458272704,0.8241774040000001,0,0,1,0.412088702,0.229136352,0.821638062,5.164616987,0.07979075757936742,0.04436657211498267,0.1590898345546568,0.12415732969435007,0.2832471642490069,0.06883914878782843,0.03827707809380375,0.10711622688163216,1.7984431470742803,3.5858040630759467,105,21600,12.96,45.79,43.22,4.62,4.01,20.94,3.35,9.24,13.62,172.42,267.32,215.54,51.78,84.54,182.78,27.64,0,1,0,128.58,1,15,2,6,escalate_MathematicaUniformRandom_1.2,1,0,0,43.22,172.42,-1,1.0
